Topic,Coherence Score
0,-0.28769577215415804
1,0.09946800852953795
2,0.13557907349238377
3,0.004558081229387434
4,-0.201355145250593
5,-0.02752123389310678
6,-0.36255221341109334
7,-0.35314402354417346
8,0.012117381388664656
9,0.016085606927812062
10,0.1366860509401476
11,0.03392122017448562
12,0.0466676233737671
13,0.08795086216816345
14,-0.29969265989988564
15,-0.34002942632576566
16,0.12389529994687908
17,0.03544586548600742
18,0.07773925314751409
19,-0.29768741181923314
